Index,CASRN,Chemical.Name,Source,Toxicity.Value,Organ,Reference,Effect,Dose.Converted,X.Doses,Dose,Dose.Unit1,Dose.Unit2,Final.Dose,N.Animal,Obs.Animal,Species,Strain,Sex,Effect.Sex,Route,No.Days,Duration,Duration.type
263,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,liver,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",liver adenoma or carcinoma,Dose,4,0,mg/kg/day,mg/kg/day,0,50,2,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
263,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,liver,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",liver adenoma or carcinoma,Dose,4,0.6,mg/kg/day,mg/kg/day,0.6,50,2,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
263,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,liver,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",liver adenoma or carcinoma,Dose,4,1.9,mg/kg/day,mg/kg/day,1.9,50,4,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
263,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,liver,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",liver adenoma or carcinoma,Dose,4,6.6,mg/kg/day,mg/kg/day,6.6,50,10,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
264,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,liver,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",Liver cholangioma or cholangiocarcinoma,Dose,4,0,mg/kg/day,mg/kg/day,0,50,1,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
264,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,liver,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",Liver cholangioma or cholangiocarcinoma,Dose,4,0.6,mg/kg/day,mg/kg/day,0.6,50,4,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
264,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,liver,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",Liver cholangioma or cholangiocarcinoma,Dose,4,1.9,mg/kg/day,mg/kg/day,1.9,50,10,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
264,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,liver,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",Liver cholangioma or cholangiocarcinoma,Dose,4,6.6,mg/kg/day,mg/kg/day,6.6,50,34,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
265,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,mammary glands,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.","Mammary gland atypic hyperplasia, adenoma or adenocarcinoma",Dose,4,0,mg/kg/day,mg/kg/day,0,50,3,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
265,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,mammary glands,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.","Mammary gland atypic hyperplasia, adenoma or adenocarcinoma",Dose,4,0.6,mg/kg/day,mg/kg/day,0.6,50,2,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
265,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,mammary glands,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.","Mammary gland atypic hyperplasia, adenoma or adenocarcinoma",Dose,4,1.9,mg/kg/day,mg/kg/day,1.9,50,9,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
265,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,mammary glands,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.","Mammary gland atypic hyperplasia, adenoma or adenocarcinoma",Dose,4,6.6,mg/kg/day,mg/kg/day,6.6,50,13,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
266,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,thyroid,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",Thyroid follicular cell adenoma or carcinoma,Dose,4,0,mg/kg/day,mg/kg/day,0,49,2,Rat,Wistar,M/F,M,Oral drinking water,NA,104,Weeks
266,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,thyroid,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",Thyroid follicular cell adenoma or carcinoma,Dose,4,0.4,mg/kg/day,mg/kg/day,0.4,50,20,Rat,Wistar,M/F,M,Oral drinking water,NA,104,Weeks
266,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,thyroid,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",Thyroid follicular cell adenoma or carcinoma,Dose,4,1.3,mg/kg/day,mg/kg/day,1.3,50,38,Rat,Wistar,M/F,M,Oral drinking water,NA,104,Weeks
266,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,thyroid,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",Thyroid follicular cell adenoma or carcinoma,Dose,4,5,mg/kg/day,mg/kg/day,5,49,44,Rat,Wistar,M/F,M,Oral drinking water,NA,104,Weeks
267,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,thyroid,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",Thyroid follicular cell adenoma or carcinoma,Dose,4,0,mg/kg/day,mg/kg/day,0,50,5,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
267,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,thyroid,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",Thyroid follicular cell adenoma or carcinoma,Dose,4,0.6,mg/kg/day,mg/kg/day,0.6,49,18,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
267,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,thyroid,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",Thyroid follicular cell adenoma or carcinoma,Dose,4,1.9,mg/kg/day,mg/kg/day,1.9,50,38,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
267,77439760,MX(3-chloro-4-(dichloromethyl)5-hydroxy-2-(5H)-furanone,CalEPA,6.4,thyroid,"Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J. (1997). Carcinogenicity of the drinking water mutagen 3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)- furanone in the rat. J Natl Cancer Inst 89(12):848-856.

Komulainen H, Kosma VM, Vaittinen SL, Vartiainen T, Kaliste-Korhonen E, Lotjonen S, Tuominen RK, Tuomisto J (2000). Carcinogenicity of 3-chloro-4-(dichloromethyl)-5-hydroxy(5H)-furanone (MX) in Wistar rats. Combined frequencies of indicated tumours. Personal communication from Dr. Hannu Komulainen, Laboratory of Toxicology, National Public Health Institute, Kuopio, Finland to Dr. Thomas McDonald, California Environmental Protection Agency, February 8, 2000.",Thyroid follicular cell adenoma or carcinoma,Dose,4,6.6,mg/kg/day,mg/kg/day,6.6,50,47,Rat,Wistar,M/F,F,Oral drinking water,NA,104,Weeks
268,77500040,"MeIQx(2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline",CalEPA,1.7,auditory system,"Kushida H., Wakabayashi K, Sato H, Katami M, Kurosaka R, Nagao M (1994). Dose response study of MeIQx carcinogenicity in F344 male rats. Cancer Lett 83:31-35.",Zymbal's gland tumors,Dose,4,0,mg/kg/day,mg/kg/day,0,15,0,Rat,Fischer 344,M,Both,Oral diet,NA,56,Weeks
268,77500040,"MeIQx(2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline",CalEPA,1.7,auditory system,"Kushida H., Wakabayashi K, Sato H, Katami M, Kurosaka R, Nagao M (1994). Dose response study of MeIQx carcinogenicity in F344 male rats. Cancer Lett 83:31-35.",Zymbal's gland tumors,Dose,4,4,mg/kg/day,mg/kg/day,4,30,1,Rat,Fischer 344,M,Both,Oral diet,NA,56,Weeks
268,77500040,"MeIQx(2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline",CalEPA,1.7,auditory system,"Kushida H., Wakabayashi K, Sato H, Katami M, Kurosaka R, Nagao M (1994). Dose response study of MeIQx carcinogenicity in F344 male rats. Cancer Lett 83:31-35.",Zymbal's gland tumors,Dose,4,8,mg/kg/day,mg/kg/day,8,29,5,Rat,Fischer 344,M,Both,Oral diet,NA,56,Weeks
268,77500040,"MeIQx(2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline",CalEPA,1.7,auditory system,"Kushida H., Wakabayashi K, Sato H, Katami M, Kurosaka R, Nagao M (1994). Dose response study of MeIQx carcinogenicity in F344 male rats. Cancer Lett 83:31-35.",Zymbal's gland tumors,Dose,4,16,mg/kg/day,mg/kg/day,16,16,13,Rat,Fischer 344,M,Both,Oral diet,NA,56,Weeks
269,77500040,"MeIQx(2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline",CalEPA,1.7,liver,"Kushida H., Wakabayashi K, Sato H, Katami M, Kurosaka R, Nagao M (1994). Dose response study of MeIQx carcinogenicity in F344 male rats. Cancer Lett 83:31-35.",liver tumors,Dose,4,0,mg/kg/day,mg/kg/day,0,15,0,Rat,Fischer 344,M,Both,Oral diet,NA,56,Weeks
269,77500040,"MeIQx(2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline",CalEPA,1.7,liver,"Kushida H., Wakabayashi K, Sato H, Katami M, Kurosaka R, Nagao M (1994). Dose response study of MeIQx carcinogenicity in F344 male rats. Cancer Lett 83:31-35.",liver tumors,Dose,4,4,mg/kg/day,mg/kg/day,4,30,5,Rat,Fischer 344,M,Both,Oral diet,NA,56,Weeks
